Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,1275.900024,1276.000000,1251.000000,1253.250000,1246.348022,7523999
2019-02-12,1251.500000,1272.349976,1251.500000,1256.400024,1249.480713,6399485
2019-02-14,1241.000000,1241.000000,1218.000000,1224.199951,1217.457886,6627360
2019-02-15,1229.750000,1249.900024,1214.000000,1244.449951,1237.596436,9597961
2019-02-18,1250.000000,1252.500000,1215.000000,1220.099976,1213.380493,9649017
2019-02-19,1218.000000,1239.699951,1211.199951,1216.099976,1209.402588,6244189
2019-02-20,1223.849976,1240.000000,1219.000000,1234.349976,1227.552002,6298179
2019-02-21,1236.000000,1257.800049,1229.349976,1246.900024,1240.032959,10580178
2019-02-22,1244.599976,1245.300049,1226.000000,1232.349976,1225.563110,8755865
2019-02-25,1236.000000,1243.000000,1220.650024,1232.300049,1225.513428,7852528
2019-02-26,1209.500000,1234.800049,1206.000000,1220.250000,1213.529785,10131050
2019-02-27,1228.050049,1244.900024,1209.000000,1223.500000,1216.761841,11113182
2019-02-28,1233.750000,1239.849976,1226.550049,1231.050049,1224.270264,11286916
2019-03-01,1237.000000,1242.349976,1222.250000,1226.050049,1219.297852,7922513
2019-03-05,1223.400024,1239.800049,1218.599976,1237.650024,1230.833984,7121509
2019-03-06,1239.800049,1273.099976,1235.099976,1264.800049,1257.834473,12038231
2019-03-07,1264.000000,1279.800049,1258.150024,1270.250000,1263.254395,8109259
2019-03-08,1266.050049,1274.449951,1262.000000,1267.099976,1260.121704,6040052
2019-03-11,1270.050049,1312.000000,1268.000000,1304.099976,1296.917969,9718840
2019-03-12,1316.900024,1334.000000,1314.250000,1331.349976,1324.017822,11228736
2019-03-13,1337.000000,1360.000000,1328.099976,1347.300049,1339.880127,11236048
2019-03-14,1349.750000,1362.000000,1336.099976,1341.550049,1334.161743,10402048
2019-03-15,1345.000000,1358.800049,1311.199951,1321.650024,1314.371338,15893093
2019-03-18,1331.000000,1357.949951,1329.000000,1350.050049,1342.614990,10105234
2019-03-19,1360.000000,1380.000000,1343.099976,1376.550049,1368.968994,9805318
2019-03-20,1377.800049,1388.000000,1364.000000,1375.449951,1367.875000,9892823
2019-03-22,1372.500000,1380.900024,1336.699951,1341.750000,1334.360596,11465112
2019-03-25,1330.599976,1336.849976,1316.699951,1324.449951,1317.155762,7951992
2019-03-26,1330.300049,1371.599976,1330.000000,1367.250000,1359.720215,9479288
2019-03-27,1377.949951,1377.949951,1344.250000,1349.250000,1341.819336,10094174
2019-03-28,1350.250000,1369.800049,1342.800049,1360.000000,1352.510132,10482938
2019-04-01,1370.000000,1406.800049,1362.550049,1391.849976,1384.184692,10098281
2019-04-02,1398.000000,1403.099976,1380.099976,1389.699951,1382.046509,8012636
2019-04-03,1392.750000,1403.000000,1372.000000,1375.199951,1367.626343,7849461
2019-04-04,1379.000000,1383.699951,1347.250000,1353.050049,1345.598389,8375674
2019-04-05,1360.949951,1363.900024,1343.000000,1353.900024,1346.443726,6728239
2019-04-08,1356.000000,1357.500000,1323.699951,1329.250000,1321.929443,8723577
2019-04-09,1328.900024,1340.699951,1321.000000,1334.449951,1327.100708,9497621
2019-04-10,1337.949951,1348.000000,1326.500000,1331.400024,1324.067627,7612711
2019-04-11,1332.949951,1353.000000,1329.000000,1346.800049,1339.382813,5741333
2019-04-12,1350.000000,1356.900024,1336.650024,1343.099976,1335.703125,5919742
2019-04-15,1345.000000,1348.949951,1335.000000,1340.150024,1332.769409,4245127
2019-04-16,1345.000000,1360.000000,1340.000000,1343.750000,1336.349609,7936553
2019-04-18,1375.000000,1389.750000,1365.000000,1385.949951,1378.317139,17960482
2019-04-22,1360.000000,1367.000000,1341.300049,1345.349976,1337.940796,10792748
2019-04-23,1348.000000,1373.000000,1346.000000,1363.849976,1356.338867,9055300
2019-04-24,1370.300049,1394.800049,1366.250000,1389.500000,1381.847656,7360887
2019-04-25,1389.099976,1412.400024,1362.599976,1372.400024,1364.841797,13929820
2019-04-26,1375.000000,1395.949951,1370.699951,1392.800049,1385.129517,6889444
2019-04-30,1396.400024,1396.400024,1366.800049,1392.800049,1385.129517,10217019
2019-05-02,1392.000000,1413.900024,1382.099976,1405.050049,1397.312012,8682505
2019-05-03,1407.949951,1417.500000,1402.650024,1408.849976,1401.091064,6510169
2019-05-06,1398.000000,1402.800049,1378.099976,1384.900024,1377.272949,7237910
2019-05-07,1394.800049,1395.000000,1340.199951,1343.500000,1336.100952,8876945
2019-05-08,1340.000000,1340.000000,1292.199951,1299.449951,1292.293457,14610543
2019-05-09,1288.800049,1288.800049,1251.750000,1256.449951,1249.530273,19507368
2019-05-10,1265.000000,1277.699951,1245.000000,1251.150024,1244.259521,11226831
2019-05-13,1247.900024,1260.800049,1227.500000,1232.050049,1225.264771,8047801
2019-05-14,1236.500000,1269.349976,1231.500000,1260.449951,1253.508301,13001004
2019-05-15,1273.000000,1278.000000,1250.599976,1256.900024,1249.977905,11163801
2019-05-16,1259.949951,1271.900024,1258.099976,1265.349976,1258.381348,6606652
2019-05-17,1267.000000,1276.949951,1252.000000,1267.400024,1260.420044,7898440
2019-05-20,1313.599976,1337.699951,1303.500000,1325.900024,1318.597900,12333937
2019-05-21,1332.199951,1367.000000,1330.050049,1339.800049,1332.421387,13872055
2019-05-22,1345.650024,1359.699951,1335.099976,1340.400024,1333.018066,11287400
2019-05-23,1372.000000,1392.000000,1325.000000,1333.900024,1326.553833,17722514
2019-05-24,1348.000000,1353.800049,1316.500000,1336.849976,1329.487549,10180759
2019-05-27,1337.099976,1337.500000,1307.000000,1310.650024,1303.431885,7349720
2019-05-28,1319.800049,1334.800049,1313.349976,1323.750000,1316.459717,19472659
2019-05-29,1321.000000,1333.300049,1304.150024,1313.050049,1305.818726,7112830
2019-05-30,1316.250000,1342.000000,1316.250000,1329.750000,1322.426636,10740841
2019-05-31,1337.900024,1341.900024,1320.199951,1330.150024,1322.824463,11760178
2019-06-03,1335.000000,1367.250000,1321.199951,1360.199951,1352.708984,8483610
2019-06-04,1357.449951,1374.250000,1348.099976,1351.650024,1344.206055,7059911
2019-06-06,1361.900024,1361.900024,1321.099976,1327.349976,1320.039917,7664319
2019-06-07,1325.949951,1327.250000,1305.599976,1314.900024,1307.658447,6730595
2019-06-10,1320.900024,1327.000000,1310.099976,1319.150024,1311.885132,5380148
2019-06-11,1321.849976,1334.500000,1318.000000,1329.150024,1321.829956,5253790
2019-06-12,1334.699951,1338.400024,1325.000000,1332.150024,1324.813477,4707716
2019-06-13,1330.000000,1334.699951,1308.650024,1327.250000,1319.940430,7171189
2019-06-14,1321.900024,1325.000000,1309.400024,1317.550049,1310.293945,6831331
2019-06-17,1320.000000,1320.000000,1278.500000,1282.300049,1275.238037,6815554
2019-06-18,1278.900024,1287.949951,1269.099976,1281.000000,1273.945190,7679193
2019-06-19,1286.900024,1302.000000,1262.599976,1277.349976,1270.315186,6625604
2019-06-20,1280.000000,1300.000000,1278.000000,1296.750000,1289.608398,4914012
2019-06-21,1295.949951,1296.000000,1275.550049,1279.500000,1272.453369,10623098
2019-06-24,1272.150024,1276.449951,1257.099976,1262.400024,1255.447632,5150998
2019-06-25,1258.900024,1298.000000,1254.250000,1295.849976,1288.713379,6842363
2019-06-26,1291.000000,1304.599976,1286.349976,1294.150024,1287.022705,5299942
2019-06-27,1293.150024,1296.900024,1271.000000,1274.150024,1267.132935,11385972
2019-06-28,1277.099976,1282.849976,1248.650024,1253.099976,1246.198730,8659721
2019-07-01,1258.050049,1272.650024,1246.449951,1268.849976,1261.862061,6162080
2019-07-02,1273.949951,1281.000000,1263.300049,1278.500000,1271.458984,4638751
2019-07-03,1282.900024,1286.500000,1275.050049,1282.550049,1275.486694,4026032
2019-07-04,1281.400024,1291.000000,1280.000000,1284.000000,1276.928589,4275148
2019-07-05,1285.099976,1290.500000,1260.000000,1263.349976,1256.392334,4995344
2019-07-08,1258.000000,1268.099976,1248.199951,1252.050049,1245.154663,6404544
2019-07-09,1248.949951,1283.500000,1245.500000,1280.099976,1273.050049,8016757
2019-07-10,1280.050049,1289.349976,1268.699951,1278.849976,1271.807007,5494315
2019-07-11,1287.000000,1289.800049,1279.300049,1281.550049,1274.492188,3935460
2019-07-12,1283.000000,1300.000000,1278.050049,1280.500000,1273.447876,7174054
2019-07-15,1285.000000,1289.500000,1270.349976,1276.099976,1269.072144,4873164
2019-07-16,1279.949951,1294.900024,1277.050049,1293.000000,1285.879028,4604019
2019-07-17,1294.300049,1297.000000,1280.000000,1281.849976,1274.790405,4334958
2019-07-18,1282.000000,1286.400024,1258.000000,1261.849976,1254.900635,5459896
2019-07-19,1268.199951,1272.949951,1242.699951,1249.000000,1242.121338,7468515
2019-07-22,1251.000000,1284.500000,1227.300049,1280.500000,1273.447876,13300153
2019-07-23,1285.000000,1293.900024,1260.400024,1273.550049,1266.536255,9287951
2019-07-24,1273.500000,1278.800049,1253.550049,1259.099976,1252.165771,6943982
2019-07-25,1264.000000,1269.050049,1227.000000,1231.500000,1224.717773,9968545
2019-07-26,1231.500000,1242.500000,1210.000000,1213.800049,1207.115356,9320481
2019-07-29,1216.900024,1222.000000,1205.099976,1210.949951,1204.280884,8058035
2019-07-30,1213.949951,1220.000000,1175.949951,1180.900024,1174.396484,9533344
2019-07-31,1175.750000,1185.000000,1162.400024,1166.250000,1159.827148,9705619
2019-08-01,1163.400024,1188.199951,1150.349976,1180.250000,1173.750000,10344862
2019-08-02,1175.699951,1198.250000,1162.099976,1184.349976,1184.349976,10865385
2019-08-05,1167.000000,1167.000000,1128.000000,1143.349976,1143.349976,13897461
2019-08-06,1134.750000,1149.599976,1122.000000,1128.300049,1128.300049,13288909
2019-08-07,1126.500000,1138.550049,1103.099976,1109.400024,1109.400024,11588879
2019-08-08,1108.349976,1158.000000,1095.300049,1152.349976,1152.349976,14262936
2019-08-09,1161.849976,1175.500000,1152.300049,1162.099976,1162.099976,10043949
2019-08-13,1233.150024,1302.800049,1226.000000,1274.750000,1274.750000,47923444
2019-08-14,1304.000000,1304.449951,1280.349976,1288.250000,1288.250000,14487137
2019-08-16,1291.199951,1291.800049,1273.000000,1278.000000,1278.000000,10047496
2019-08-19,1281.050049,1296.800049,1280.000000,1292.599976,1292.599976,7459859
2019-08-20,1289.800049,1292.599976,1272.599976,1275.949951,1275.949951,6843460
2019-08-21,1275.650024,1278.650024,1266.500000,1270.949951,1270.949951,4881553
2019-08-22,1270.949951,1271.000000,1238.900024,1246.750000,1246.750000,6414937
2019-08-23,1239.000000,1284.000000,1226.500000,1275.849976,1275.849976,9741262
2019-08-26,1294.000000,1294.000000,1259.000000,1266.800049,1266.800049,8778739
2019-08-27,1285.000000,1285.000000,1261.199951,1274.849976,1274.849976,12984396
2019-08-28,1273.750000,1281.000000,1256.050049,1263.300049,1263.300049,5305639
2019-08-29,1256.449951,1260.250000,1235.300049,1241.750000,1241.750000,8635974
2019-08-30,1245.500000,1254.400024,1221.000000,1248.550049,1248.550049,11308120
2019-09-03,1242.250000,1243.000000,1200.000000,1206.400024,1206.400024,8563009
2019-09-04,1200.550049,1205.250000,1186.050049,1201.150024,1201.150024,15063355
2019-09-05,1206.800049,1213.199951,1193.300049,1198.599976,1198.599976,10512763
2019-09-06,1203.000000,1229.000000,1195.250000,1222.500000,1222.500000,10600234
2019-09-09,1220.650024,1233.000000,1213.150024,1222.199951,1222.199951,5370758
2019-09-11,1222.500000,1240.000000,1222.500000,1234.400024,1234.400024,5544468
2019-09-12,1235.000000,1240.449951,1205.699951,1210.349976,1210.349976,5431139
2019-09-13,1212.000000,1228.500000,1206.900024,1225.599976,1225.599976,5919260
2019-09-16,1189.000000,1219.099976,1186.099976,1210.750000,1210.750000,9393731
2019-09-17,1211.000000,1211.000000,1193.500000,1197.449951,1197.449951,7150435
2019-09-18,1204.949951,1216.300049,1197.199951,1205.699951,1205.699951,6827281
2019-09-19,1207.849976,1209.699951,1172.650024,1179.050049,1179.050049,6293454
2019-09-20,1187.949951,1269.900024,1174.300049,1254.349976,1254.349976,22019674
2019-09-23,1274.150024,1281.000000,1235.000000,1239.199951,1239.199951,9879751
2019-09-24,1243.599976,1298.800049,1242.750000,1278.699951,1278.699951,15982067
2019-09-25,1284.000000,1295.000000,1268.849976,1279.550049,1279.550049,8316894
2019-09-26,1292.000000,1298.800049,1283.500000,1296.800049,1296.800049,8389212
2019-09-27,1292.500000,1315.000000,1284.000000,1309.050049,1309.050049,8712980
2019-09-30,1310.000000,1335.750000,1305.550049,1332.250000,1332.250000,11549746
2019-10-01,1337.000000,1342.000000,1293.300049,1304.900024,1304.900024,8192597
2019-10-03,1286.000000,1314.699951,1281.300049,1311.050049,1311.050049,6183107
2019-10-04,1319.900024,1328.599976,1303.849976,1308.099976,1308.099976,6853954
2019-10-07,1308.099976,1320.800049,1301.699951,1310.099976,1310.099976,4599818
2019-10-09,1308.699951,1329.949951,1292.500000,1324.750000,1324.750000,8040938
2019-10-10,1325.000000,1369.000000,1321.000000,1362.750000,1362.750000,16003744
2019-10-11,1363.699951,1365.599976,1336.550049,1352.599976,1352.599976,7587648
2019-10-14,1364.949951,1364.949951,1350.849976,1358.000000,1358.000000,6123412
2019-10-15,1362.500000,1370.000000,1354.300049,1364.150024,1364.150024,4422075
2019-10-16,1369.900024,1379.650024,1363.699951,1372.349976,1372.349976,8870701
2019-10-17,1375.000000,1399.000000,1372.000000,1396.500000,1396.500000,7332464
2019-10-18,1404.000000,1427.900024,1398.699951,1416.349976,1416.349976,12856410
2019-10-22,1425.000000,1436.849976,1403.349976,1414.150024,1414.150024,12703054
2019-10-23,1416.300049,1425.949951,1383.150024,1392.400024,1392.400024,8432964
2019-10-24,1401.000000,1441.400024,1386.550049,1436.449951,1436.449951,10351384
2019-10-25,1441.099976,1441.449951,1411.250000,1431.199951,1431.199951,6190013
2019-10-27,1441.000000,1445.000000,1430.000000,1434.250000,1434.250000,1378284
2019-10-29,1445.500000,1480.000000,1442.099976,1467.050049,1467.050049,11780494
2019-10-30,1480.000000,1484.550049,1460.300049,1479.099976,1479.099976,7470723
2019-10-31,1484.000000,1489.650024,1461.699951,1464.349976,1464.349976,8898168
2019-11-01,1455.000000,1461.800049,1441.000000,1456.900024,1456.900024,6356579
2019-11-04,1465.900024,1471.000000,1445.099976,1457.650024,1457.650024,6429329
2019-11-05,1463.099976,1468.949951,1441.000000,1447.300049,1447.300049,5799318
2019-11-06,1442.699951,1446.449951,1428.500000,1434.900024,1434.900024,6686289
2019-11-07,1435.000000,1463.000000,1432.199951,1458.599976,1458.599976,6438749
2019-11-08,1449.000000,1459.650024,1441.300049,1445.500000,1445.500000,5494844
2019-11-11,1439.099976,1444.250000,1422.550049,1427.800049,1427.800049,5191753
